id,date,news
1948855,12/29/2020,【“黄金大妈”PK“茅台大爷” 2020花落谁家】2020年，黄金与白酒齐飞，已经成为投资市场一道亮眼的风景。据统计，2020年以来，国内黄金期货涨幅约37%，黄金个股中的赤峰黄金累计涨幅最高，达到260%；白酒股中，龙头股贵州茅台累计涨幅超过60%，表现最好的山西汾酒上涨了302%。随着黄金价格上涨，曾经在2013年4月和10月因抄底黄金一战成名的中国“黄金大妈”中已经有不少人悄悄抽身。但热衷于白酒投资的“茅台大爷”则还在聚光灯下受到市场各路投资者的艳羡。展望2021年，分析人士对黄金走势的看法显现分歧，但整体上仍旧看好白酒板块表现。（中证报）
1947860,12/28/2020,【乔治白：预中标1.12亿元茅台集团厂服采购项目】乔治白公司公告，公司为茅台集团厂服采购项目包1的第一中标候选人，投标报价1.12亿元，预中标金额约占公司2019年度营业收入总额的10.01%。
1946821,12/28/2020,【中信证券：龙头共筑板块景气 持续坚定推荐白酒】中信证券研报指出，上周白酒板块表现较为波动、全周微跌0.52%，我们认为这是白酒上涨过程中的正常整理，继续看好白酒板块跨年行情，若有调整仍为布局机会。上周多家酒企召开经销商大会，茅台酒提出“稳”字当头推动高质量发展、汾酒立足品牌双轮驱动和全国化布局加速实现全面复兴、酒鬼酒明确“十四五突破30亿，跨越50亿，迈向100亿”目标，均明确宽广成长空间，共筑板块长期景气。此外，春节旺季渐行渐近，多家酒企均已陆续打款发货；若疫情维持可控，预计旺季望迎开门红。持续坚定推荐白酒。
1945495,12/26/2020,【券商推荐的2021年十大行业十大“金”股出炉】梳理51家券商988份2021年行业策略报告，发现券商共推荐了1097家公司3959次，推荐个股涉及申万全部28类一级行业。据此统计，被券商推荐个股数行业占比居前十的申万一级行业分别是：食品饮料、银行、农林牧渔、电子、计算机、建筑材料、交通运输、钢铁、医药生物、传媒，行业荐股率均超30%。十大“金”股分别是：五粮液、贵州茅台、迈瑞医疗、用友网络、宝信软件、完美世界、招商银行、福莱特、立讯精密、春秋航空。十大行业中农林牧渔和钢铁行业的股票因排名居最后而无缘2021年十大“金”股之列。食品饮料排名第一。（证券日报）
1945346,12/25/2020,  贵州茅台：茅台集团已累计划转8%公司股权给贵州省国资委，其在未来十二个月内无继续减少持有公司股份的计划。
1944923,12/25/2020,【贵州茅台回应：监管函与日前股权划转一事无关 只是常规事情】12月24日，上交所披露对贵州茅台下发监管工作函，涉及对象为上市公司，处理事由为“关于相关事项的监管工作函”，但并未披露具体内容。记者自贵州茅台方面获悉，本次收到的监管工作函与股权划转无关。“这封监管函只是常规的事情，首先按规定是不需要披露的。最近公司的关注度比较高，交易所这次是提醒公司做好相关工作，避免在公开场合发布未披露信息。”（新京报）
1944900,12/25/2020,酿酒股延续低迷，兰州黄河、老白干酒、古越龙山、会稽山、金枫酒业、莫高股份等多股开盘跌停， 皇台酒业、金徽酒等跌逾9%，贵州茅台跌超1%。
1944876,12/25/2020,【“吃喝”行情持续火热 高估值隐忧凸显】今年以来，食品饮料行业涨幅居A股市场所有板块前列，贵州茅台、海天味业等股票价格近日更是创下历史新高。分析人士表示，优秀赛道的优质公司面对新冠肺炎疫情冲击展现出极强的抗风险能力，这也让投资者认识到优秀商业模式的重要性。需要注意的是，高估值是2021年食品饮料板块不可忽视的问题。数据显示，部分食品饮料个股的估值高企，如妙可蓝多目前动态市盈率更是高达278倍，山西汾酒达到84倍。（中证报）
1943914,12/24/2020,  上交所发布关于贵州茅台相关事项的监管工作函。
1943862,12/24/2020,市场监管总局：加强茅台等名优白酒价格监管，加大对重点企业、重点环节、重点商品的巡查力度。
1943614,12/24/2020,【市场监管总局召开全国茅台酒经销商代表行政指导会，对做好高端白酒市场价格监管工作提出要求】近日，国家市场监管总局在贵州省仁怀市召开了“全国茅台酒经销商代表行政指导会”，督促、指导全国茅台酒经销商严守法律法规，严格自律经营。会议对做好茅台酒等高端白酒市场价格监管工作，尤其是元旦春节期间价格监管工作，提出四点要求:一是提高政治站位，落实好企业社会责任；二是诚信经营，共同呵护茅台酒品牌；三是要优化茅台酒市场资源配置，积极探索建立科学化、精准化、常态化、可操作化的茅台酒销售新模式；四是要强化行业管理，推进社会共治。（贵州日报）
1943327,12/24/2020,【酒类股走势分化：贵州茅台转涨 逾10股跌停】早盘，酒类股走势分化，洋河股份、贵州茅台、泸州老窖等头部企业翻红，老白干酒、金种子酒等等逾10股跌停。
1943296,12/24/2020,  贵州茅台翻红，酒类板块跌幅收窄至不足1%。
1942892,12/24/2020,【盘中突破1900元关口“飞天”茅台再攀新高】12月23日早盘，贵州茅台股价成功突破1900元关口，一度上探至1906元，再度创下新高。截至收盘时，贵州茅台市值逼近2.4万亿，白酒行业市值第二的五粮液市值约1.1万亿，不及贵州茅台一半。“十四五”期间，贵州省表示力争将茅台打造成省内首家世界500强企业。对此，长城证券指出，2020年入围门槛是营收253.85亿美元。茅台今年营收预测在975亿人民币，按汇率6.5算，是150亿美元。世界500强入围门槛按2%增速计算，五年后是280亿美元，意味着茅台未来五年营收的年均复合增长率要超过13.3%。（经参）
1942419,12/23/2020,贵州茅台公告，控股股东茅台集团拟通过无偿划转方式将持有的4%公司股份划转至贵州省国有资本运营有限责任公司；贵州省国有资本运营有限责任公司为贵州金融控股集团有限责任公司（贵州贵民投资集团有限责任公司）的全资子公司。
1942212,12/23/2020,【贵州茅台与大话西游达成战略合作，首度合作游戏品牌】近日，在大话西游手游群雄逐鹿争霸赛现场，大话西游与贵州茅台达成国风品牌战略合作伙伴协议。作为首款与贵州茅台达成战略合作的游戏品牌，在未来，大话西游全品牌和贵州茅台还将开启进一步深度合作。（中证网）
1942204,12/23/2020,【北上资金净流入43.39亿 京东方Ａ净买入6.90亿】北上资金今日净流入43.39亿。京东方Ａ净买入6.90亿，贵州茅台净买入4.47亿，上汽集团净买入3.97亿，三一重工净买入3.66亿。
1941962,12/23/2020,白酒股走弱，老白干酒、青青稞酒、金种子酒炸板跳水，伊力特、山西汾酒、贵州茅台、迎驾贡酒等纷纷翻绿。
1941798,12/23/2020,贵州茅台股价站上1900元，再创历史新高。
1940787,12/23/2020,【茅台稳居全球最具价值消费品公司之列】贵州茅台在今年年初时就已是全球市值最大的酒精饮料公司。该公司股价今年迄今已累计上涨56%，截至周一市值约为3
1940016,12/22/2020,【酿酒板块持续走强 贵州茅台涨超2%再创新高】酿酒板块持续走强，贵州茅台涨超2%再创新高，金枫酒业、惠泉啤酒、古越龙山、会稽山等近10股涨停。
1939995,12/22/2020,【贵州茅台、五粮液今日同创历史新高】12月22日早盘，贵州茅台涨约1.8％，盘中股价最高超1875元，再度突破历史新高。五粮液今日盘中同创历史新高，盘中最高价报288元。此外，泸州老窖、洋河股份、ST舍得等白酒股今日也创历史新高。
1938260,12/21/2020,  【茅台高卫东：推进稳市稳价，杜绝惜售捂售、转移销售、高价销售】12月21日，于茅台镇召开的贵州茅台酒2020年度全国经销商联谊会上，茅台集团党委书记、董事长、茅台酒股份公司董事长高卫东就当前消费者普遍关注的茅台酒炒作、黄牛等问题表明态度。高卫东表示，茅台酒在2020年通过加大自营力度、增设自营网点、优化客户购酒方式、把控产品流向等举措来挤压“黄牛”生存空间，严防市场炒作、倒卖。但管理的水平还有待提升，“高价销售”“囤货捂售”“黄牛倒卖”情况屡禁不止，消费者的消费体验依然不够畅通。（新京报）
1938129,12/21/2020,【贵州茅台高卫东：力争将茅台打造成贵州首家世界500强企业】今日，贵州茅台酒2020年度全国经销商联谊会在贵州茅台总部举行。茅台集团党委书记、董事长，贵州茅台董事长高卫东表示，明年是十四五规划的开局之年，贵州茅台将围绕“力争将茅台打造成省内首家世界500强企业”战略目标，坚持把高质量发展要求贯彻生产管理、市场营销全过程。
1938126,12/21/2020,【贵州茅台高卫东：加快推进自营、商超渠道电商渠道建设】今日，贵州茅台酒2020年度全国经销商联谊会在贵州茅台总部举行。茅台集团党委书记、董事长，贵州茅台董事长高卫东表示，将以满足终端消费为出发点和落脚点，不断深化营销体制改革，坚持夯实社会渠道基础，加快推进自营、商超渠道电商渠道建设；推动商超电商渠道成为精准销售、稳市稳价、平衡供需的重要组成部分，形成与社会渠道、自营体系相辅相成、协同发展的良好局面。
1938124,12/21/2020,【贵州茅台高卫东：将加快反黄牛系统研发 强化联防联控】今日，贵州茅台酒2020年度全国经销商联谊会在贵州茅台总部举行。茅台集团党委书记、董事长，贵州茅台董事长高卫东表示，将严肃整治和处理“高价”“变相高价”等扰乱市场秩序的行为；加快反黄牛系统研发，强化联防联控；建立互动机制，及时收集市场“第一手”信息，牢牢把握工作主动权。
1935524,12/18/2020,【茅台集团分别与雷曼光电、石药控股集团开展交流座谈】12月17日，茅台集团党委书记、董事长高卫东与深圳雷曼光电科技股份公司创始人、董事长兼总裁李漫铁座谈，双方就进一步加强合作和推动智慧茅台建设进行交流。同日，茅台集团党委书记、董事长高卫东与石药控股集团董事长蔡东晨座谈，双方就加强沟通、扩展合作进行交流。（国酒茅台）
1935521,12/18/2020,  贵州茅台酒2020年度全国经销商联谊会将于12月21日召开。
1935456,12/18/2020,【贵州茅台：独立董事李伯潭辞职】贵州茅台公告，董事会于2020年12月17日收到公司独立董事李伯潭先生的书面辞职报告。李伯潭先生于2014年12月17日当选为公司独立董事，目前连任时间已满6年，根据中国证监会《关于在上市公司建立独立董事制度的指导意见》和公司《董事会议事规则》等有关独立董事连任时间的规定，李伯潭先生申请辞去公司独立董事职务及董事会下设专门委员会相应职务。
1934275,12/17/2020,【北上资金净流入80.58亿 恒瑞医药净买入12.44亿】北上资金今日净流入80.58亿。恒瑞医药净买入12.44亿，长春高新净买入2.57亿，贵州茅台净买入2.48亿，泸州老窖净买入2.40亿。
1933992,12/17/2020,  【2020年茅台酱香系列酒预计可实现含税销售额106亿元】茅台集团消息，12月16日，茅台酱香系列酒2020年度全国经销商联谊会在茅台会议中心召开。会议盘点总结了酱香系列酒市场工作，分析研判当前市场及行业形势，对来年工作进行安排部署。数据显示，2020年，茅台酱香系列酒预计可实现含税销售额106亿元，主营产品全部实现顺价销售，品牌与产品的市场认可度进一步提高，茅台王子销售额超40亿元，汉酱、赖茅、贵州大曲站稳10亿销售规模。
1933698,12/17/2020,【贵州茅台等股获北向资金增持额超亿元】统计显示，12月16日共有737只股获北向资金持股量环比上一个交易日增加，以增持的股份数量和当日收盘价为基准进行测算，加仓股中，增持市值在亿元以上的有24只，增持市值最多的是贵州茅台，最新持股量为1.03亿股，环比增加0.50%，增持市值为9.48亿元；其次是立讯精密、泸州老窖，增持市值分别为8.42亿元、5.17亿元。按所属行业统计，北向资金增持市值居前个股中，食品饮料、医药生物、电气设备等行业最为集中。（证券时报）
1933276,12/17/2020,【酿酒板块总市值达5万亿元 一个茅台市值就超越128家房企】全天交易耗时3分21秒，涨幅超300%，皇台酒业16日恢复上市首日便“醉”压全场。皇台酒业的暴涨，刺激了酿酒板块的狂欢。最新数据显示，36家A股酒企累计市值已超过5万亿元，而同期A股128家房企的合计总市值不足2万亿元。一个茅台的市值就“秒杀”这128家房企。相比之下，房地产行业的动态市盈率相对较低，行业老大万科A动态市盈率仅为12.5倍，保利地产与新城控股分别为10.9倍和12.6倍。（上海证券报）
1932276,12/16/2020,【北上资金净流入19.15亿 贵州茅台净买入9.45亿】北上资金今日净流入19.15亿。贵州茅台、立讯精密、泸州老窖、中国中免净买入居前，分别获净买入9.45亿元、8.43亿元、5.16亿元、3.75亿元。
1931985,12/16/2020,【看图：贵州茅台之后中国第二只千元股将诞生 石头科技续涨创新高】为小米定制扫地机器人等产品的石头科技今日在科创板继续走强，股价创下2月份上市以来的盘中新高1024.99元。如果收盘能站稳千元以上，公司将成为继贵州茅台之后A股第二只千元股票。截至午盘，石头科技上涨4.17%，股价报1020.01元，贵州茅台报1834.00元。
1931960,12/16/2020,上证综指午盘收涨0.18%，报3373.16点。贵州茅台对指数上涨贡献最大，上涨1.0%。 乐凯胶片涨幅最大，上涨10.1%。午盘交易中，1
1931217,12/15/2020,【北上资金净流出3.50亿 格力电器净卖出12.90亿】北上资金今日净流出3.50亿。格力电器、贵州茅台、海康威视、东方财富净卖出居前，分别获净卖出12.90亿元、9.57亿元、6.14亿元、3.70亿元
1929997,12/14/2020,【贵州代省长李炳军调研白酒产业提“最严举措最大力度” 强调要发挥茅台集团龙头引领作用】12月12日至13日，贵州省委副书记、代省长李炳军赴遵义市仁怀市、习水县、桐梓县调研，宣讲省委十二届八次全会精神。他强调，要科学谋划全省白酒产业“十四五”时期发展，朝着更高目标努力，进一步优化产业布局，推动白酒产业提质增效。要增强市场意识，坚守质量生命线，充分发挥茅台集团龙头引领作用，打造一批骨干企业，大力发展包装设计、物流运输等配套产业，不断提升核心竞争力和市场占有率。
1929737,12/14/2020,【53股获北向资金连续5天增持 贵州茅台居首】据统计，近5个交易日（12月7日-12月11日）53股获北向资金连续5天增持。获北向资金连续增持前5名的个股分别是贵州茅台、隆基股份、长春高新、中科创达、宝钢股份。5天累计净买入金额在5000万元以上的有35只，其中23只累计净买入额超亿元。贵州茅台获北向资金5天累计净买入约28.87亿元，北向资金最新持有约1.03亿股，位居连续增持榜首。
1926870,12/12/2020,【习酒跨过百亿 目标锁定120亿】12月12日，茅台集团习酒公司2021年全国经销商大会在浙江杭州召开。记者从会上获悉，2020年习酒销售额实现破百亿目标，整体销售额同比增长31.29%，提前超额完成年度目标任务，销售业绩突破历史新高。此外，2021年习酒规划目标为：含税销售额120亿元，成品酒计划销售3.2万吨，省外市场销售额达到90亿元，占比达到75%；高端产品实现78亿元，占比超过65%。（微酒）
1925335,12/11/2020,【北上资金“买不停”，八天抢筹逾300亿元】根据同花顺iFinD数据梳理，12月以来的8个交易日，上证指数冲高回落，累计跌幅达0.54%，而北上资金逆市加仓抢筹，累计净买入金额达305.28亿元。25只个股中，电子（5只）、非银金融（3只）、医药生物（3只）、食品饮料（3只）、电气设备（3只）等五个行业均有3只及以上个股入围。贵州茅台、恒生电子、隆基股份、中国平安等4只个股，期间北上资金净买入额居前，均超10亿元。（证券时报）
1924700,12/10/2020,【北上资金净流入15.22亿 隆基股份净买入3.28亿】北上资金今日净流入15.22亿。隆基股份、韦尔股份、贵州茅台、京东方Ａ净买入居前，分别获净买入3.28亿元、2.35亿元、2.34亿元、1.84亿元。
1924649,12/10/2020,  【即日起 京东全渠道放量超60万瓶平价飞天茅台酒】12月10日，京东宣布，在线上京东超市和线下京东七鲜门店开启全渠道茅台酒单月供应，线上线下预计超过60万瓶500ml装53°飞天茅台投放市场。
1924600,12/10/2020,  【苏宁调整飞天茅台抢购规则 12月将累计投放79万瓶】苏宁易购将在12月份放出50万瓶53度500ml装飞天茅台，以满足广大消费者的年底购酒需求。作为贵州茅台酒全国综合类电商中标企业，苏宁易购将保持1499元的平价供应。同时，苏宁易购的抢购规则也有新调整，将原来的每天上午10：00抢购改为每天上午9:30开抢，其他规则不变。
1923759,12/9/2020,【今日财经TOP10】①央行：11月新增人民币贷款1.43万亿元 M2同比增长10.7%；②11月CPI、PPI“携手”转负：中国进入“通缩时代”？③澳媒称中国再禁一家澳肉企对华出口：已暂停6家澳供应商；④美国财政部宣布新一轮对朝制裁 涉4家中国企业；⑤国资划转社保倒计时 万亿国资疾援养老金；⑥本科毕业做房产中介小哥？行业平均年薪只有5万难留人；⑦黄圣依收10万“坑位费”只卖了5个杯子？商家吐槽：太坑；⑧辛巴公司被立案调查 燕窝行业水有多深；⑨蛋壳公寓CEO高靖被限制消费 关联公司紫梧桐成老赖；⑩小股东实名举报贵州茅台：大额捐款有何依据？
1923422,12/9/2020,【北上资金净流入38.90亿 歌尔股份净买入7.43亿】北上资金今日净流入38.90亿。歌尔股份净买入7.43亿，宁德时代净买入6.66亿，贵州茅台净买入4.71亿，东方财富净买入4.55亿。
1922952,12/9/2020,天猫超市今天宣布，将自12月10日开启最大规模茅台酒单月供应，预计超过40万瓶 500ml 装 53°飞天茅台投放市场，约为去年同期的10倍。
1922815,12/9/2020,【林园：4300点是牛市的真正起点，现在卖出茅台的人是傻子】展望2021年，林园认为，“我还是坚持过去12个月的观点，A股现在是在牛市初期。我们相信A股正在朝着牛市方向奔跑，一旦沪指突破4300点，A股牛市就要快马加鞭了。4300点是牛市真正的起点。”对于茅台的卖出条件，林园表示，茅台的产销供不应求，卖出的人都是傻子。
1921962,12/8/2020,【北向资金今日净买入66.76亿元 贵州茅台净买入13.29亿元】北向资金今日净买入66.76亿元。贵州茅台、恒生电子、中国平安分别获净买入13.29亿元、4.8亿元、3.95亿元。京东方A净卖出额居首，金额为3.72亿元。
1921552,12/8/2020,【贵州茅台股价突破1850元】贵州茅台涨幅扩大至2%，股价突破1850元，连续第二日创盘中历史新高。
1921539,12/8/2020,【贵州茅台连续第二日刷新股价历史新高】贵州茅台股价连续第二日创盘中历史新高，截至发稿，涨幅超1.6%，股价位于1841元上方。
1921538,12/8/2020,茅台股价再创新高，报1843元，涨1.6％。
1920929,12/7/2020,【今日财经TOP10】①延迟退休板上钉钉 专家：男女延至同龄为好；②增速提速！我国前11个月外贸进出口同比增长1.8%；③11月末我国外储为31785亿美元 较10月上升505亿美元；④在大城市买房的年轻人：坐拥百万资产，却没钱聚餐；⑤北京一人名下最多一个小客车指标 怎么改？权威解答来了；⑥贾跃亭再成被执行人：执行标的5.33亿元；⑦辛巴带货假燕窝后续：部分消费者暂未获赔 涉事公司股权变动；⑧起底沃森生物“黑历史”：里面只有因果 还没见报应；⑨五粮液打不过茅台，向“老乡”挥刀？⑩优衣库全球第二大门店即将落幕：韩国人抵制太凶猛 又遭新冠打击。
1920726,12/7/2020,  【双良节能：签订1.17亿元茅台酒制酒车间冷却水循环利用环保提升改造项目-老厂区制冷站设备采购及安装合同】双良节能公告，公司(“乙方”)与招标人贵州茅台酒股份有限公司(“甲方”)于近日签订了《茅台酒制酒车间冷却水循环利用环保提升改造项目-老厂区制冷站设备采购及安装合同》，乙方为甲方的茅台酒制酒车间冷却水循环利用环保提升改造项目老厂区制冷站提供设备采购及安装的“交钥匙”工程，合同金额约1.17亿元。
1920592,12/7/2020,贵州茅台收涨1.08%，创2001年上市以来的新高1812.40元。
1920377,12/7/2020,贵州茅台涨约2%，盘中股价突破1828元，再创历史新高。
1920296,12/7/2020,【猪肉价格反弹！菜市场现“抢肉大战”！1头猪利润=2瓶茅台酒？房企抢滩，卖猪比卖房挣钱？】11月中旬以来，刚刚下跌不久的猪肉价格在很多地方开始拐头上扬。不少消费者认为，这都是腊肉惹的祸。刚刚入冬的季节，是南方腌制腊肉的好时节，多地消费者对猪肉的购买热情持续大涨，猪肉价格也因此迎来了反弹。据牧原股份三季报计算，牧原每头猪的利润超过1700元，不少股民称一头猪=2瓶茅台酒的利润。收益如此可观，也是吸引了大批房地产企业跨界入圈。新希望集团董事长刘永好：今天房地产转行做养猪的，我们简单地算了一下，全国超过1000家。（央视）
1918248,12/5/2020,【茅台集团分别与三一重工等到访单位座谈】茅台集团消息，近日，茅台集团党委书记、董事长高卫东，党委副书记、总经理李静仁分别与到访的贵州省广播电视信息网络股份有限公司、信发集团、三一重工等单位交流座谈。
1918239,12/5/2020,茅台集团与中粮集团签署战略合作框架协议。
1917569,12/4/2020,【北上资金净流入37.39亿 贵州茅台净买入11.29亿】北上资金今日净流入37.39亿。贵州茅台、东方财富、美的集团、恒瑞医药净买入居前，分别获净买入11.29亿元、2.96亿元、2.89亿元、2.02亿元。
1917352,12/4/2020,【贵州茅台涨近3% 股价重返1800元】白酒板块走高，贵州茅台股价重返1800元，现涨近3%。
1917196,12/4/2020,  【多家渠道商密集放量 超50万瓶飞天茅台酒即将入市】进入12月份，为满足更多消费者的购酒需求，多家渠道商密集宣布新一轮飞天茅台酒的销售计划。金鹰国际集团官方微信公众号显示，自12月1日起，金鹰将供应10万瓶53度飞天茅台，均以1499元\/瓶的价格销售；华润万家也在其官方微信公众号宣布，12月7日-12月13日，41个城市指定161家华润万家门店再供应15万瓶飞天茅台酒，这也是华润万家近期的第二次放量。此外，家乐福中国官方微博称，将供应超过29万瓶飞天茅台酒。
1916270,12/3/2020,  【海通证券荀玉根：A股龙头效应将逐步增强】海通证券荀玉根、李影发布研报称，自2016年以来，A股龙头效应开始显现，典型代表是A股“股王”贵州茅台，自2016年以来累计涨幅达到786%，而同期上证综指涨幅为-3.5%。回顾历史，我们发现美股龙头效应更强，相对而言，A股多数行业龙头还有待长大，龙头估值溢价和成交溢价有待提高。未来随着行业集中度提升和投资者结构机构化&头部化，研报认为A股龙头效应将逐步增强。
1913961,12/2/2020,【44万瓶飞天茅台酒将要入市】今天，又有两家渠道商官宣飞天茅台酒销售消息。12月2日，家乐福中国称，将供应超过29万瓶飞天茅台酒，即日起至12月16日每天11:00—21:00可预约。华润万家官宣，12月7日-12月13日，41个城市指定161家华润万家门店再供应15万瓶飞天茅台酒。这也是华润万家近期第二次放量。
1913914,12/2/2020,【北上资金净流出40.25亿 比亚迪净卖出6.62亿】北上资金今日净流出40.25亿。比亚迪、格力电器、贵州茅台、京东方Ａ净卖出居前，分别获净卖出6.62亿元、6.50亿元、4.71亿元、4.09亿元。
1910924,11/30/2020,【10家券商披露12月投资组合，中国太保最受关注，获推荐股多集中在顺周期板块】截至11月30日发稿，已有10家券商披露了12月月度投资组合，中国太保成为券商最看好的金股，此外中国平安、贵州茅台、三一重工、金地集团等个股也受到多家券商联合推荐，其投资价值备受看好。梳理发现，12月券商推荐金股多数集中在顺周期板块，如大金融、机械设备、建筑、采掘等。展望即将到来的12月行情，券商认为A股整体或呈现震荡态势，但继续看好当前至明年一季度的跨年行情；配置上多家券商将顺周期作为主线，此外消费等领域也存布局机会。（中证报）
1910542,11/30/2020,北上资金今日净买入东方财富11.89亿元、京东方Ａ9.59亿元，净卖出五粮液5.56亿元、贵州茅台4.79亿元。
1909337,11/29/2020,【茅台集团董事长高卫东调研东北市场并强调“控价稳市”】茅台集团党委书记、董事长高卫东近日率队到辽宁大连实地走访调研，并召开东北三省市场调研座谈会。座谈会上，他针对下一步市场营销工作表示，要凝聚共识强基础，有效应对市场变化，抢抓机遇谋发展，不断提升营销水平；要精准聚焦做文化，持续彰显品牌魅力；经销商要继续当好茅台文化的传播者。会议同时要求，随着元旦与春节临近，经销商要始终做好“控价稳市”，拿出有效措施，让消费者能够买到酒、喝上酒。
1906428,11/27/2020,【贵州茅台原总经理助理张城犯受贿罪被判13年】贵州省六盘水市中级人民法院近日依法审理中国贵州茅台酒厂(集团)有限责任公司原总经理助理、贵州茅台酒厂(集团)保健酒业有限公司原总经理、董事长张城受贿一案，以受贿罪判处其有期徒刑13年。（新华视点）
1906407,11/27/2020,  【茅台年底加大直销渠道投放 天猫超市等平台已收到通知】从接近茅台人士了解到，今年年底将加大直销渠道的投放，要求年底前准备“史无前例”地投放“飞天”系列产品，确保市场供求稳定，包括天猫超市在内的电商渠道已经收到相关通知。
1905657,11/26/2020,嘉美包装：持股4.69%的股东贵州茅台建信食品投资管理中心拟减持不超过2.345%。
1905646,11/26/2020,北上资金今日净买入万华化学3.89亿元、美的集团3.83亿元，净卖出贵州茅台4.33亿元、五粮液4.11亿元。
1905258,11/26/2020,【古越龙山：后期将推出女儿红酱香型白酒三款 售价500元-1200元】古越龙山在互动平台表示，目前没有收购茅台镇酱酒厂的股权，基酒质量由茅台镇酱酒大师亲自把控，同时女儿红也有专人负责监督生产质量管理，后期将推出女儿红酱香型白酒三款，售价约在500-1200元之间，与京东和天猫的业务合作尚在洽谈中。
1904464,11/25/2020,【北上资金净流出15.69亿 五粮液净卖出8.40亿】北上资金今日净流出15.69亿。五粮液净卖出8.40亿，贵州茅台净卖出8.35亿，洋河股份净卖出7.17亿，迈瑞医疗净卖出2.55亿。
1904293,11/25/2020,【民企500强出炉：腾讯首次成为中国价值最高民企】今日，胡润百富发布2020年中国500强民营企业，上榜门槛为230亿元，比去年提高90亿元，增幅64%。腾讯市值比去年涨了2万亿，以4.98万亿首次成为中国价值最高民营企业；阿里巴巴以4.78万亿价值排到第二，比去年增长了25%；前两名腾讯和阿里巴巴都已经相当于两个多的茅台、近三个工商银行；美团价值增长至去年3倍，超过中国平安和蚂蚁集团，以1.63万亿进入前三。（21世纪经济报道）
1904100,11/25/2020,上证综指午盘收跌0.22%，报3395.33点。贵州茅台对指数下跌拖累最大，下跌1.2%。 心脉医疗跌幅最大，下跌12.7%。午盘交易中，1
1902555,11/24/2020,上证综指午盘收跌0.07%，报3412.08点。贵州茅台对指数下跌拖累最大，下跌1.1%。 泉阳泉跌幅最大，下跌10.0%。午盘交易中，1
